query,epic,instrument_name,instrument_type
PLTR,ON.D.PLTRUSse13600F6.CASH.IP,Palantir Technologies Inc 13600 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse13600R6.CASH.IP,Palantir Technologies Inc 13600 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse13700F6.CASH.IP,Palantir Technologies Inc 13700 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse13700R6.CASH.IP,Palantir Technologies Inc 13700 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse13800F6.CASH.IP,Palantir Technologies Inc 13800 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse13800R6.CASH.IP,Palantir Technologies Inc 13800 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse13900F6.CASH.IP,Palantir Technologies Inc 13900 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse13900R6.CASH.IP,Palantir Technologies Inc 13900 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse14000F6.CASH.IP,Palantir Technologies Inc 14000 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse14000R6.CASH.IP,Palantir Technologies Inc 14000 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse14100F6.CASH.IP,Palantir Technologies Inc 14100 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse14100R6.CASH.IP,Palantir Technologies Inc 14100 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse14200F6.CASH.IP,Palantir Technologies Inc 14200 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse14200R6.CASH.IP,Palantir Technologies Inc 14200 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse14300F6.CASH.IP,Palantir Technologies Inc 14300 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse14300R6.CASH.IP,Palantir Technologies Inc 14300 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse14400F6.CASH.IP,Palantir Technologies Inc 14400 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse14500R6.CASH.IP,Palantir Technologies Inc 14500 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse15000F6.CASH.IP,Palantir Technologies Inc 15000 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse15000R6.CASH.IP,Palantir Technologies Inc 15000 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse15250F6.CASH.IP,Palantir Technologies Inc 15250 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse15500R6.CASH.IP,Palantir Technologies Inc 15500 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse16000F6.CASH.IP,Palantir Technologies Inc 16000 CALL,OPT_SHARES
PLTR,ON.D.PLTRUSse16000R6.CASH.IP,Palantir Technologies Inc 16000 PUT,OPT_SHARES
PLTR,ON.D.PLTRUSse16500F6.CASH.IP,Palantir Technologies Inc 16500 CALL,OPT_SHARES
